Year,Geography,Measure type,Annual Mean Temperature,Unit of Measure
1988,England trend,Annual Mean Temperature,9.344348868,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1923,Scotland trend,Annual Mean Temperature,6.912312825,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1990,Northern Ireland trend,Annual Mean Temperature,8.72438726,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1977,England trend,Annual Mean Temperature,9.06128526,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2001,UK trend,Annual Mean Temperature,9.115496127,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1934,Scotland trend,Annual Mean Temperature,7.13672457,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1966,England trend,Annual Mean Temperature,8.965852933,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1891,Northern Ireland trend,Annual Mean Temperature,8.35746141,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1945,Scotland trend,Annual Mean Temperature,7.205426408,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2012,UK trend,Annual Mean Temperature,9.249637624,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1909,Wales,Annual Mean Temperature,7.918130712,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1955,England trend,Annual Mean Temperature,9.081701399,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1956,Scotland trend,Annual Mean Temperature,7.086431061,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1893,Wales trend,Annual Mean Temperature,8.246135375,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1944,England trend,Annual Mean Temperature,9.176277591,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1967,Scotland trend,Annual Mean Temperature,6.978809097,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1992,Wales trend,Annual Mean Temperature,9.052376334,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1933,England trend,Annual Mean Temperature,9.06132761,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1978,Scotland trend,Annual Mean Temperature,7.019231672,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1981,Wales trend,Annual Mean Temperature,8.676829979,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1922,England trend,Annual Mean Temperature,8.911101078,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1989,Scotland trend,Annual Mean Temperature,7.217330213,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1970,Wales trend,Annual Mean Temperature,8.584156931,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1911,England trend,Annual Mean Temperature,8.865622263,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1900,England trend,Annual Mean Temperature,8.784823737,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2001,Northern Ireland trend,Annual Mean Temperature,9.146925126,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2012,Northern Ireland trend,Annual Mean Temperature,9.191590311,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1907,UK,Annual Mean Temperature,7.833456712,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1918,UK,Annual Mean Temperature,8.327633726,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1929,UK,Annual Mean Temperature,7.978344548,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1990,UK trend,Annual Mean Temperature,8.660945773,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1891,UK trend,Annual Mean Temperature,7.890436574,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2014,Wales trend,Annual Mean Temperature,9.550296562,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2003,Wales trend,Annual Mean Temperature,9.424082527,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1907,Northern Ireland,Annual Mean Temperature,7.777016904,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1919,Northern Ireland,Annual Mean Temperature,7.660296274,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2013,Wales trend,Annual Mean Temperature,9.530375424,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1991,UK trend,Annual Mean Temperature,8.702608845,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2002,Wales trend,Annual Mean Temperature,9.408922077,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1908,UK,Annual Mean Temperature,8.306992268,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1892,UK trend,Annual Mean Temperature,7.918666794,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1899,England trend,Annual Mean Temperature,8.76325345,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1919,UK,Annual Mean Temperature,7.424323534,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1902,Scotland trend,Annual Mean Temperature,6.869666098,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1888,England trend,Annual Mean Temperature,8.443586292,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1913,Scotland trend,Annual Mean Temperature,6.876490573,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1998,England trend,Annual Mean Temperature,9.823130687,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1924,Scotland trend,Annual Mean Temperature,6.931233952,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1935,Scotland trend,Annual Mean Temperature,7.149009661,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1987,England trend,Annual Mean Temperature,9.293870759,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1946,Scotland trend,Annual Mean Temperature,7.201233786,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1976,England trend,Annual Mean Temperature,9.046663414,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1957,Scotland trend,Annual Mean Temperature,7.075041298,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1965,England trend,Annual Mean Temperature,8.958682955,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2002,Northern Ireland trend,Annual Mean Temperature,9.166430425,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1968,Scotland trend,Annual Mean Temperature,6.977500056,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1954,England trend,Annual Mean Temperature,9.09584854,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1943,England trend,Annual Mean Temperature,9.169026673,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1979,Scotland trend,Annual Mean Temperature,7.02102041,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2013,Northern Ireland trend,Annual Mean Temperature,9.195694324,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1932,England trend,Annual Mean Temperature,9.042383318,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1892,Wales trend,Annual Mean Temperature,8.204986389,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1921,England trend,Annual Mean Temperature,8.907865703,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2002,UK trend,Annual Mean Temperature,9.140389318,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2013,UK trend,Annual Mean Temperature,9.26521312,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1910,England trend,Annual Mean Temperature,8.858967693,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1991,Wales trend,Annual Mean Temperature,9.005593556,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1980,Wales trend,Annual Mean Temperature,8.658289012,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1919,Wales,Annual Mean Temperature,7.782933863,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1908,Wales,Annual Mean Temperature,8.658036202,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2009,England trend,Annual Mean Temperature,10.0455647,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1980,Northern Ireland trend,Annual Mean Temperature,8.468948155,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1991,Northern Ireland trend,Annual Mean Temperature,8.764612751,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1980,UK trend,Annual Mean Temperature,8.363742823,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1908,Northern Ireland,Annual Mean Temperature,8.40444224,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1892,Northern Ireland trend,Annual Mean Temperature,8.367043368,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2003,Northern Ireland trend,Annual Mean Temperature,9.181250752,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2014,Northern Ireland trend,Annual Mean Temperature,9.201335675,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2012,Wales trend,Annual Mean Temperature,9.512913378,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1903,Scotland trend,Annual Mean Temperature,6.875188161,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1898,England trend,Annual Mean Temperature,8.742062115,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2001,Wales trend,Annual Mean Temperature,9.388844779,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1970,UK trend,Annual Mean Temperature,8.288307409,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1914,Scotland trend,Annual Mean Temperature,6.873459478,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1887,England trend,Annual Mean Temperature,8.42583334,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1925,Scotland trend,Annual Mean Temperature,6.948963678,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1981,UK trend,Annual Mean Temperature,8.380805525,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1997,England trend,Annual Mean Temperature,9.782891708,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1936,Scotland trend,Annual Mean Temperature,7.160743257,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1992,UK trend,Annual Mean Temperature,8.75029416,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1986,England trend,Annual Mean Temperature,9.250501869,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1947,Scotland trend,Annual Mean Temperature,7.196113093,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1893,UK trend,Annual Mean Temperature,7.954708762,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1975,England trend,Annual Mean Temperature,9.030717599,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1958,Scotland trend,Annual Mean Temperature,7.058286716,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1964,England trend,Annual Mean Temperature,8.956025658,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1969,Scotland trend,Annual Mean Temperature,6.983777362,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1953,England trend,Annual Mean Temperature,9.112016833,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1942,England trend,Annual Mean Temperature,9.156892686,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1931,England trend,Annual Mean Temperature,9.020644632,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1920,England trend,Annual Mean Temperature,8.894592911,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1891,Wales trend,Annual Mean Temperature,8.169661833,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1909,UK,Annual Mean Temperature,7.520684247,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1990,Wales trend,Annual Mean Temperature,8.965209482,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
